,area,fat_per_capita_alcoholic_beverages,fat_per_capita_animal_fats,fat_per_capita_aquatic_products_other,fat_per_capita_cereals_excluding_beer,fat_per_capita_eggs,fat_per_capita_fish_seafood,fat_per_capita_fruits_excluding_wine,fat_per_capita_meat,fat_per_capita_milk_excluding_butter,fat_per_capita_miscellaneous,fat_per_capita_offals,fat_per_capita_oilcrops,fat_per_capita_pulses,fat_per_capita_spices,fat_per_capita_starchy_roots,fat_per_capita_stimulants,fat_per_capita_sugar_sweeteners,fat_per_capita_sugar_crops,fat_per_capita_treenuts,fat_per_capita_vegetable_oils,fat_per_capita_vegetables,calorie_per_capita_alcoholic_beverages,calorie_per_capita_animal_fats,calorie_per_capita_aquatic_products_other,calorie_per_capita_cereals_excluding_beer,calorie_per_capita_eggs,calorie_per_capita_fish_seafood,calorie_per_capita_fruits_excluding_wine,calorie_per_capita_meat,calorie_per_capita_milk_excluding_butter,calorie_per_capita_miscellaneous,calorie_per_capita_offals,calorie_per_capita_oilcrops,calorie_per_capita_pulses,calorie_per_capita_spices,calorie_per_capita_starchy_roots,calorie_per_capita_stimulants,calorie_per_capita_sugar_sweeteners,calorie_per_capita_sugar_crops,calorie_per_capita_treenuts,calorie_per_capita_vegetable_oils,calorie_per_capita_vegetables,protein_per_capita_alcoholic_beverages,protein_per_capita_animal_fats,protein_per_capita_aquatic_products_other,protein_per_capita_cereals_excluding_beer,protein_per_capita_eggs,protein_per_capita_fish_seafood,protein_per_capita_fruits_excluding_wine,protein_per_capita_meat,protein_per_capita_milk_excluding_butter,protein_per_capita_miscellaneous,protein_per_capita_offals,protein_per_capita_oilcrops,protein_per_capita_pulses,protein_per_capita_spices,protein_per_capita_starchy_roots,protein_per_capita_stimulants,protein_per_capita_sugar_sweeteners,protein_per_capita_sugar_crops,protein_per_capita_treenuts,protein_per_capita_vegetable_oils,protein_per_capita_vegetables,infection_level,undernourishment,median_age,aged_70_older,diabetes_prevalence,life_expectancy
0,Afghanistan,0.0,3.31,0.0,5.24,0.33,0.02,0.25,4.03,4.67,0.01,0.16,0.84,0.11,0.12,0.11,0.06,0.0,0.0,1.01,18.32,0.34,0.0,3.758342,0.0,201.913684,0.64799,0.129598,6.998291999999999,6.739096,11.923016,0.129598,0.518392,1.166382,2.332764,0.388794,5.572714,0.129598,19.4397,0.0,1.555176,20.994876,5.961507999999999,0.0,0.04,0.0,40.75,0.33,0.1,0.58,3.67,5.72,0.05,0.6,0.35,1.18,0.11,0.69,0.11,0.0,0.0,0.36,0.02,1.99,Low,29.8,18.6,1.337,9.59,64.83
1,Albania,0.0,6.66,0.0,6.09,4.18,0.45,1.63,17.15,36.68,0.09,0.59,5.09,0.24,0.03,0.12,1.68,0.0,0.0,3.0,26.91,1.76,6.998291999999999,7.775879999999999,0.0,137.503478,7.646281999999999,1.94397,38.23141,28.252364,76.722016,1.166382,2.073568,6.609497999999999,6.350301999999999,0.129598,11.275026,2.851156,28.381962,0.0,5.054322,30.844324,27.86357,0.4,0.13,0.0,32.62,4.68,2.56,3.41,14.87,34.41,0.32,2.26,0.69,3.11,0.03,2.14,0.73,0.02,0.0,0.91,0.02,9.27,High,3.9,38.0,8.643,10.08,78.57
2,Algeria,0.0,2.38,0.0,6.46,1.46,0.34,0.91,6.62,12.78,0.06,0.19,2.28,0.36,0.21,0.18,0.31,0.0,0.0,1.19,62.99,0.97,0.777588,2.721558,0.0,210.078358,2.721558,1.036784,27.474776,11.404623999999998,32.917891999999995,0.777588,0.64799,2.851156,7.646281999999999,0.777588,16.199749999999998,0.907186,38.101812,0.0,1.684774,72.18608599999999,20.865278,0.05,0.02,0.0,47.56,1.81,1.18,2.14,6.61,14.31,0.25,0.64,0.38,3.79,0.27,2.65,0.56,0.0,0.0,0.44,0.02,6.88,Low,2.5,29.1,3.857,6.73,76.88
3,Angola,0.0,1.05,0.0,5.34,0.02,0.83,0.33,10.13,0.61,0.03,0.15,3.3,0.33,0.01,0.98,0.06,0.0,0.0,0.03,32.7,0.1,9.07186,1.166382,0.0,99.79046,0.0,3.110352,13.089398,15.681358,1.555176,0.388794,0.64799,5.313517999999999,9.331056,0.0,93.31056,0.129598,17.625328,0.0,0.0,37.453822,1.814372,0.56,0.01,0.0,20.0,0.02,3.84,1.42,6.81,0.62,0.11,0.91,1.95,4.67,0.01,6.05,0.09,0.01,0.0,0.01,0.01,0.76,Low,20.8,16.8,1.362,3.94,61.15
4,Antigua and Barbuda,0.0,4.65,0.0,6.43,1.38,2.67,1.98,30.15,7.98,0.05,0.14,2.29,0.08,0.27,0.05,1.63,0.0,0.0,0.4,24.95,0.18,16.847739999999998,5.443116,0.0,107.955134,2.721558,11.275026,20.73568,51.580004,20.346886,0.64799,0.64799,3.369548,1.94397,0.64799,3.369548,2.332764,31.233118,0.0,0.64799,28.641158,3.499146,0.43,0.12,0.0,21.22,1.59,14.21,1.89,29.58,8.01,0.15,0.87,0.76,0.98,0.12,0.54,0.22,0.0,0.0,0.13,0.08,1.13,Low,9.666666666666666,32.1,4.631,13.17,77.02
5,Argentina,0.0,10.0,0.0,3.14,3.98,0.33,0.42,46.36,14.18,0.0,0.73,1.14,0.39,0.1,0.26,0.68,0.0,0.0,0.46,40.83,0.46,11.145428,11.66382,0.0,139.836242,7.775879999999999,1.4255779999999998,9.460654,79.83236799999999,30.325932,0.0,3.758342,1.684774,7.387085999999999,0.388794,11.793418,4.53593,57.541512,0.0,0.64799,46.784878,6.998291999999999,0.32,0.04,0.0,28.54,4.57,1.85,0.94,43.39,13.39,0.0,5.01,0.45,3.64,0.12,2.92,6.76,0.05,0.0,0.12,0.01,2.11,High,3.7,31.9,7.441,5.5,76.67
6,Armenia,0.0,13.86,0.0,6.18,3.29,0.42,1.1,23.44,19.21,0.1,0.56,1.03,0.14,0.06,0.17,3.11,0.0,0.0,1.59,24.08,1.18,2.851156,16.199749999999998,0.0,171.846948,6.091106,1.4255779999999998,20.606082,37.842616,41.730556,1.166382,2.462362,1.555176,3.23995,0.259196,14.774171999999998,5.18392,41.600958,0.0,2.203166,27.604374,18.014122,0.13,0.3,0.0,38.29,3.6,1.67,2.15,18.9,18.31,0.27,3.18,0.42,1.65,0.07,2.67,1.16,0.01,0.0,0.38,0.03,6.17,High,3.5,35.7,7.571,7.11,75.09
7,Australia,0.0,14.98,0.0,2.94,2.08,1.4,1.51,35.69,24.14,0.23,0.88,3.38,0.42,0.27,0.13,1.91,0.0,0.0,6.22,58.97,0.59,18.273318,17.236534,0.0,95.772922,3.88794,5.18392,13.218996,64.280608,49.89523,2.462362,3.628744,5.054322,9.460654,0.907186,10.756634,3.628744,54.56075799999999,0.0,9.07186,67.520558,8.812664,0.6,0.18,0.0,22.17,2.28,6.03,1.08,40.69,21.74,0.57,4.47,1.5,4.85,0.25,2.02,1.39,0.0,0.0,2.11,0.1,2.86,Low,2.5,37.9,10.129,5.07,83.44
8,Austria,0.0,43.97,0.0,4.2,3.79,1.35,0.91,24.18,18.03,0.0,0.41,4.63,0.09,0.36,0.14,0.66,0.0,0.0,4.11,76.22,0.68,26.56759,51.580004,0.0,111.843074,6.998291999999999,3.88794,16.199749999999998,42.637742,40.82337,0.0,1.555176,8.164674,1.94397,1.166382,13.478192,2.203166,46.784878,0.0,5.83191,87.349052,10.238242,1.41,0.78,0.0,26.55,4.35,3.97,1.38,25.89,25.68,0.02,1.86,4.38,0.97,0.32,2.16,1.49,0.02,0.0,1.13,0.16,3.56,High,2.5,44.4,13.748,6.35,81.54
9,Azerbaijan,0.0,13.8,0.0,6.34,2.6,0.16,0.84,15.29,15.07,0.06,0.41,0.55,0.02,0.04,0.22,2.09,0.0,0.0,2.71,25.53,0.92,21.642866,15.810956,0.0,219.150218,4.795126,0.518392,16.199749999999998,25.530806,33.825078,0.777588,1.814372,0.777588,0.518392,0.129598,19.569298,3.23995,30.844324,0.0,3.758342,29.289148,14.25578,0.71,0.14,0.0,50.4,2.84,0.57,1.33,13.77,16.09,0.2,2.3,0.26,0.29,0.04,3.6,0.66,0.01,0.0,0.66,0.04,4.36,High,2.5,32.4,3.871,7.11,73.0
10,Bahamas,0.0,8.9,0.0,6.16,2.11,1.73,1.19,35.57,11.43,0.57,0.21,3.74,0.04,0.4,0.06,1.36,0.0,0.0,0.81,25.63,0.64,15.162966,10.238242,0.0,91.107394,4.147136,5.702311999999999,18.532514,58.837492,22.938846,6.868694,0.777588,5.572714,0.907186,1.166382,3.499146,2.073568,40.17538,0.0,1.166382,29.418746,9.331056,0.06,0.11,0.0,17.07,2.41,6.28,1.87,30.84,9.65,1.79,0.94,1.27,0.46,0.29,0.48,0.32,0.0,0.0,0.23,0.08,3.69,High,9.666666666666666,34.3,5.2,13.17,73.92
11,Bahrain,0.0,18.99,0.0,4.23,2.51,0.85,0.84,27.81,11.26,0.05,0.52,3.49,0.42,1.3,0.06,3.86,0.0,0.0,3.36,55.94,0.68,5.83191,22.809248,0.0,143.335388,4.53593,3.23995,19.698896,48.988044,27.733972,0.777588,1.555176,5.054322,6.868694,4.924723999999999,6.868694,6.091106,62.595834,0.0,5.83191,64.15101,10.497438,0.18,1.1,0.0,27.51,2.66,4.07,1.71,29.78,13.34,0.27,1.59,1.14,3.4,1.19,1.06,1.2,0.0,0.0,1.22,0.07,3.43,High,8.75952380952381,32.4,1.387,16.52,77.29
12,Bangladesh,0.0,0.89,0.0,4.54,1.21,1.62,0.31,1.32,2.07,0.01,0.07,1.07,0.41,0.89,0.16,0.01,0.0,0.01,0.2,20.16,0.27,0.0,1.036784,0.0,241.311476,2.203166,6.220704,4.924723999999999,2.462362,5.054322,0.129598,0.259196,1.94397,9.979046,4.147136,14.126181999999998,0.129598,10.36784,0.129598,1.036784,23.068444,5.443116,0.0,0.01,0.0,36.52,1.23,7.72,0.42,1.64,2.18,0.02,0.25,0.83,4.67,1.09,2.57,0.14,0.04,0.0,0.17,0.0,1.89,Low,11.4,27.5,3.262,8.38,72.59
13,Barbados,0.0,7.12,0.0,3.85,2.14,4.07,0.88,26.01,10.06,0.72,0.16,6.81,0.3,0.5,0.19,0.94,0.0,0.0,1.21,34.34,0.47,10.108644,8.423869999999999,0.0,116.249406,4.147136,11.923016,11.923016,44.452114,22.420454,7.905478,0.777588,10.238242,6.609497999999999,1.94397,11.793418,1.94397,70.242116,0.0,1.684774,39.397792,7.516684,0.22,0.19,0.0,22.38,2.46,12.6,1.0,24.87,8.73,1.89,0.95,2.79,3.35,0.47,2.28,0.6,0.0,0.0,0.37,0.04,2.64,Low,3.4,39.8,9.473,13.57,79.19
14,Belarus,0.0,22.45,0.0,12.89,3.62,0.85,0.71,31.34,10.89,0.11,0.66,1.62,0.05,0.07,0.47,1.99,0.0,0.0,2.44,41.0,0.76,27.345178,26.049198,0.0,112.620662,6.609497999999999,2.721558,13.60779,54.042366,37.324224,1.166382,3.369548,2.980754,1.166382,0.259196,40.564174,3.369548,32.140304,0.0,3.369548,46.91447599999999,13.478192,0.75,0.35,0.0,23.87,3.95,3.17,1.02,31.37,19.09,0.27,4.19,1.76,0.61,0.07,7.47,0.68,0.0,0.0,0.62,0.03,4.59,High,2.5,40.3,9.788,5.18,74.79
15,Belgium,0.0,57.65,0.0,2.62,3.8,1.9,0.83,16.84,25.64,0.0,1.04,1.59,0.28,0.43,0.24,0.09,0.0,0.0,4.04,61.77,0.93,18.921308,68.29814599999999,0.0,100.049656,6.998291999999999,5.702311999999999,15.810956,30.196334,59.61508,0.0,4.406332,2.332764,6.739096,1.29598,21.254072,1.036784,62.725432,0.0,5.83191,70.760508,12.700603999999998,0.91,1.7,0.0,21.65,4.13,6.01,1.4,18.95,29.48,0.0,5.34,0.45,3.37,0.33,3.91,0.98,0.01,0.0,1.15,0.23,4.8,High,2.5,41.8,12.849,4.29,81.63
16,Belize,0.0,26.62,0.0,7.87,1.09,0.82,0.3,20.68,6.25,0.39,0.06,2.42,0.66,0.12,0.07,1.41,0.0,0.0,0.6,28.5,0.28,11.534222,30.973922,0.0,125.71005999999998,2.073568,2.721558,9.590252,34.473068,19.310102,4.795126,0.259196,4.276733999999999,17.366132,0.518392,4.924723999999999,2.851156,48.340054,0.0,0.907186,32.658696,5.313517999999999,0.26,0.36,0.0,23.71,1.25,3.06,1.04,17.95,8.9,1.23,0.35,2.02,8.74,0.13,0.77,0.83,0.0,0.0,0.17,0.06,1.77,High,7.4,25.0,2.279,17.11,74.62
17,Benin,0.0,0.5,0.0,5.36,0.23,0.92,0.24,3.27,1.19,0.02,0.07,4.97,0.73,3.92,1.2,0.07,0.0,0.0,1.12,36.39,0.37,12.052613999999998,0.64799,0.0,141.521016,0.388794,3.499146,5.83191,6.868694,2.851156,0.259196,0.388794,10.36784,12.182212,9.460654,100.049656,0.129598,13.737388,0.0,1.94397,41.730556,5.313517999999999,0.92,0.01,0.0,25.27,0.29,4.38,0.47,5.48,1.08,0.06,0.41,7.34,5.75,2.75,9.64,0.02,0.0,0.0,0.39,0.0,1.99,Low,7.4,18.8,1.942,0.99,61.77
18,Bhutan,0.0,8.15,0.0,10.95,2.39,0.35,0.28,6.94,4.25,0.07,0.08,0.46,0.3,3.51,0.27,0.17,0.0,0.0,2.51,20.36,0.36,11.404623999999998,9.331056,0.0,245.329014,4.406332,1.814372,7.516684,11.275026,27.993168,0.907186,0.388794,0.777588,6.739096,15.940554,18.014122,0.388794,17.625328,0.129598,16.329348,23.32764,6.609497999999999,0.84,0.09,0.0,42.08,2.61,2.41,0.9,5.75,20.05,0.22,0.55,0.3,3.41,3.28,2.72,0.14,0.0,0.0,2.53,0.01,2.16,Low,8.75952380952381,28.6,2.977,9.75,71.78
19,Bolivia,0.0,7.73,0.0,4.51,1.72,0.23,0.64,27.93,3.43,0.05,0.4,1.41,0.3,0.15,0.7,0.8,0.0,0.0,0.56,12.57,0.24,5.18392,8.942262,0.0,129.59799999999998,3.369548,0.777588,16.458945999999997,46.65528,9.331056,0.777588,1.684774,2.462362,7.387085999999999,0.518392,28.51156,1.684774,36.546636,0.0,4.017538,14.385378,4.017538,0.28,0.06,0.0,24.93,1.98,0.82,1.41,25.43,4.15,0.21,2.2,1.11,3.75,0.12,6.87,0.69,0.0,0.0,0.49,0.04,1.27,Moderate,13.9,25.4,4.393,6.89,71.51
20,Bosnia and Herzegovina,0.0,4.18,0.0,6.29,1.64,0.68,1.19,18.15,17.59,0.14,0.17,1.77,0.44,3.72,0.25,4.25,0.0,0.0,2.3,24.2,1.43,30.844324,4.924723999999999,0.0,172.235742,2.980754,1.94397,19.310102,29.677942,39.138596,1.555176,0.907186,2.980754,8.683066,9.07186,21.902062,7.516684,27.733972,0.0,3.369548,27.733972,21.38367,0.96,0.12,0.0,38.49,1.79,2.09,1.78,15.22,16.8,0.4,1.0,1.47,4.21,2.64,4.01,1.79,0.02,0.0,0.59,0.03,8.74,High,2.5,42.5,10.711,10.08,77.4
21,Botswana,0.0,3.74,0.0,11.45,0.32,0.3,0.3,4.83,11.58,0.3,0.28,1.86,0.12,0.92,0.26,1.03,0.0,0.0,0.13,32.11,0.28,11.275026,4.406332,0.0,162.904686,0.64799,0.777588,6.091106,12.700603999999998,30.196334,3.369548,1.166382,3.23995,2.59196,2.721558,17.366132,1.814372,33.306686,0.0,0.129598,36.805832,4.665528,0.47,0.13,0.0,33.54,0.39,0.71,0.46,12.6,13.59,0.83,1.52,1.79,1.3,0.69,2.44,0.5,0.0,0.0,0.04,0.02,1.62,Moderate,21.9,25.8,2.242,4.81,69.59
22,Brazil,0.0,10.38,0.0,2.82,3.12,0.42,0.65,36.75,14.01,0.0,0.33,4.2,0.59,0.04,0.29,0.33,0.03,0.08,0.36,65.39,0.28,10.497438,12.182212,0.0,118.193376,6.091106,1.684774,14.514976,61.55905,34.34347,0.0,1.684774,5.961507999999999,15.810956,0.129598,14.385378,1.4255779999999998,53.13518,1.555176,0.518392,74.90764399999999,4.53593,0.55,0.13,0.0,21.75,3.52,2.21,1.42,33.87,13.87,0.0,2.16,0.68,7.99,0.05,1.63,1.52,0.03,0.04,0.1,0.06,1.45,High,4.1,33.5,5.06,8.11,75.88
23,Bulgaria,0.0,17.36,0.0,3.64,1.35,0.67,0.45,17.8,16.81,0.04,0.44,3.95,0.09,0.17,0.06,0.53,0.0,0.0,1.37,60.6,0.47,18.014122,20.346886,0.0,121.044532,2.462362,2.073568,11.534222,31.233118,34.602666,0.518392,1.94397,5.83191,2.721558,0.518392,6.220704,1.684774,36.676234,0.0,1.94397,69.33493,6.350301999999999,1.02,0.4,0.0,27.76,1.55,2.3,1.12,18.81,15.66,0.14,2.22,1.69,1.34,0.13,1.1,1.0,0.0,0.0,0.4,0.02,2.08,High,3.0,44.7,13.272,5.81,75.05
24,Burkina Faso,0.0,4.31,0.0,12.98,0.26,0.67,0.81,17.42,2.42,0.02,0.29,13.6,1.7,0.37,0.04,0.04,0.0,0.0,1.69,10.17,0.33,8.553467999999999,5.18392,0.0,200.22891,0.518392,2.332764,9.849448,26.956384,5.83191,0.259196,1.036784,21.38367,41.600958,3.369548,2.59196,0.129598,6.4799,0.0,2.851156,11.66382,4.665528,0.98,0.21,0.0,40.68,0.32,2.81,0.86,11.91,2.27,0.06,1.26,6.75,20.85,0.99,0.31,0.1,0.0,0.0,0.57,0.0,2.13,Low,18.0,17.6,1.358,2.42,61.58
25,Burundi,0.0,0.36,0.0,2.52,0.04,0.16,0.33,1.3,0.67,0.01,0.04,0.4,1.19,0.0,1.52,0.0,0.0,0.0,0.0,6.79,0.21,7.516684,0.388794,0.0,39.916184,0.129598,0.64799,16.977338,2.203166,1.555176,0.129598,0.129598,0.64799,34.861861999999995,0.0,104.585586,0.129598,5.443116,0.0,0.0,7.775879999999999,2.980754,0.76,0.01,0.0,7.92,0.04,0.82,2.12,1.16,0.58,0.02,0.15,0.35,17.36,0.0,8.17,0.18,0.0,0.0,0.0,0.0,1.45,Low,19.05121951219512,17.5,1.504,6.05,61.58
26,Cambodia,0.0,2.38,0.0,5.8,0.31,3.29,0.11,8.22,0.41,0.09,0.08,3.97,0.15,0.28,0.68,0.07,0.0,0.05,0.12,11.56,0.19,6.4799,2.851156,0.0,213.707102,0.518392,11.793418,2.203166,12.182212,1.29598,1.036784,0.388794,7.646281999999999,4.924723999999999,0.64799,32.010706,0.259196,43.933722,0.907186,0.129598,13.218996,2.721558,0.43,0.09,0.0,33.86,0.33,13.79,0.21,4.54,0.51,0.27,0.53,3.28,2.42,0.2,2.46,0.07,0.0,0.02,0.03,0.01,1.32,Low,6.3,25.6,2.385,4.0,69.82
27,Cameroon,0.0,0.68,0.0,7.35,0.08,1.04,0.93,3.58,1.32,0.02,0.08,10.88,0.86,0.48,0.62,0.72,0.0,0.03,0.11,25.15,0.55,13.218996,0.777588,0.0,145.408956,0.129598,4.017538,28.51156,6.739096,3.110352,0.259196,0.259196,17.49573,25.012414,2.462362,58.707894,1.166382,14.126181999999998,1.036784,2.073568,28.770756,8.812664,0.87,0.02,0.0,28.42,0.1,5.06,2.45,4.64,1.28,0.07,0.39,6.14,12.78,0.71,5.08,0.31,0.01,0.09,0.4,0.0,3.27,Low,6.7,18.8,1.919,7.2,59.29
28,Canada,0.0,29.32,0.0,4.5,4.07,1.25,1.5,24.88,15.07,0.17,0.03,6.43,0.57,0.4,0.18,0.61,0.0,0.0,4.38,67.68,0.68,11.923016,34.861861999999995,0.0,121.044532,7.516684,4.53593,16.847739999999998,46.26648599999999,32.269901999999995,2.073568,0.259196,10.238242,10.497438,1.555176,14.90377,2.203166,53.13518,0.0,6.220704,77.37000599999999,10.36784,0.55,1.08,0.0,26.01,4.44,5.35,1.43,31.04,17.23,0.56,0.47,3.83,5.31,0.39,2.97,1.33,0.02,0.0,1.29,0.1,3.33,High,2.5,41.4,10.797,7.37,82.43
29,Central African Republic,0.0,2.43,0.0,3.32,0.09,0.52,0.49,13.39,1.35,0.01,0.29,12.57,0.51,0.01,1.01,0.06,0.0,0.0,0.0,20.46,0.09,2.332764,2.851156,0.0,35.898646,0.129598,1.814372,10.36784,23.846032,3.23995,0.129598,1.29598,18.921308,11.145428,0.0,87.089856,0.388794,10.886232,0.0,0.0,23.457238,1.4255779999999998,0.18,0.08,0.0,7.27,0.12,2.15,1.12,14.94,1.22,0.03,1.68,6.55,5.58,0.01,7.06,0.38,0.04,0.0,0.0,0.0,0.64,Low,52.2,18.3,2.251,6.1,53.28
30,Chad,0.0,3.15,0.0,10.21,0.05,0.67,0.08,15.09,2.63,0.01,0.75,19.76,0.49,0.0,0.2,0.03,0.0,0.0,0.0,12.68,0.03,0.64799,3.758342,0.0,162.386294,0.129598,2.332764,1.684774,28.122766,5.83191,0.129598,2.851156,30.45553,10.497438,0.0,15.681358,0.0,11.923016,0.0,0.0,14.514976,0.518392,0.06,0.05,0.0,34.68,0.06,2.89,0.14,18.94,2.09,0.02,3.42,8.81,5.12,0.0,1.45,0.01,0.0,0.0,0.0,0.0,0.23,Low,32.7,16.7,1.446,6.1,54.24
31,Chile,0.0,19.82,0.0,4.51,2.31,0.99,1.36,34.3,10.26,0.13,0.05,2.02,0.39,0.08,0.28,1.35,0.0,0.0,2.51,19.64,0.46,12.571006,22.938846,0.0,151.88885599999998,4.53593,3.369548,14.514976,56.50472799999999,24.494022,1.29598,0.259196,2.980754,6.091106,0.388794,14.774171999999998,2.332764,54.949552,0.0,3.499146,22.550052,8.812664,0.46,0.25,0.0,30.98,2.66,3.75,1.19,29.87,11.55,0.3,0.27,0.87,3.14,0.08,2.83,0.82,0.0,0.0,0.8,0.02,2.63,High,2.6,35.4,6.938,8.46,80.18
32,China,0.0,4.1,0.06,6.39,6.225,1.58,0.63,42.23,3.06,0.02,0.375,8.379999999999999,0.07,0.11,0.315,0.055,0.0,0.0,0.85,26.495,2.325,10.886232,4.795126,1.814372,198.155342,11.339825,7.257487999999999,14.126181999999998,60.32786899999999,7.192689,0.323995,1.4903769999999998,16.912539,1.684774,0.388794,20.282087,0.259196,10.756634,0.388794,1.814372,30.325932,32.205103,0.33,0.02,1.0550000000000002,36.06,6.815,9.41,1.29,19.715,2.955,0.1,1.855,8.16,0.9,0.11,2.87,0.375,0.01,0.0,0.375,0.0,14.195,Low,2.5,38.7,5.929,9.74,76.91
33,Colombia,0.0,2.98,0.0,2.78,3.52,0.76,4.02,20.25,9.23,0.02,0.2,1.78,0.3,0.14,0.53,0.53,0.0,0.0,0.22,43.72,0.32,8.035076,3.499146,0.0,116.379004,6.868694,2.332764,26.697188,34.084274,23.716434,0.259196,1.036784,2.721558,7.12789,0.388794,25.530806,1.036784,68.168548,0.129598,0.388794,50.024828,4.924723999999999,0.39,0.07,0.0,20.71,4.05,2.65,2.23,18.59,11.08,0.09,1.36,0.86,3.63,0.11,4.17,0.33,0.59,0.02,0.08,0.03,1.46,High,8.2,32.2,4.312,7.44,77.29
34,Comoros,0.0,0.64,0.0,2.81,0.43,1.36,0.21,6.94,1.58,0.02,0.18,15.55,0.87,0.17,0.33,0.22,0.0,0.0,0.02,29.23,0.11,0.388794,0.777588,0.0,133.874734,0.777588,4.147136,11.923016,14.126181999999998,5.054322,0.259196,0.777588,20.994876,19.310102,0.388794,35.509851999999995,0.388794,17.106935999999997,0.0,0.0,33.436284,1.814372,0.01,0.03,0.0,21.5,0.52,4.56,1.46,10.94,1.93,0.06,0.97,2.02,9.62,0.07,2.71,0.07,0.0,0.0,0.0,0.0,0.64,Low,20.4,20.4,1.726,11.88,64.32
35,Congo,0.0,0.1699999999999999,0.0,2.5,0.06,0.875,0.5549999999999999,5.18,0.385,0.025,0.265,3.515,0.16,0.065,1.11,0.225,0.0,0.0,0.005,24.375,0.29,5.378317,0.194397,0.0,53.78317,0.064799,3.499146,13.737388,10.497438,1.036784,0.323995,1.166382,5.572714,4.147136,0.259196,136.920287,0.388794,9.71985,0.323995,0.0,27.928369,2.851156,0.46,0.005,0.0,10.67,0.0699999999999999,4.4750000000000005,1.13,8.049999999999999,0.39,0.095,1.5,1.63,2.09,0.085,8.215,0.165,0.0,0.015,0.0,0.01,1.7,Low,35.7,19.0,2.063,7.2,64.57
36,Costa Rica,0.0,12.72,0.0,4.1,2.97,1.96,1.14,13.95,15.8,0.03,0.14,1.47,0.49,0.05,0.05,0.82,0.02,0.0,0.89,48.59,0.36,10.886232,14.774171999999998,0.0,129.857196,5.83191,5.572714,11.275026,26.308394,41.47136,0.518392,0.64799,2.332764,12.571006,0.388794,3.628744,1.684774,62.466236,0.0,1.29598,55.72714,5.702311999999999,0.12,0.14,0.0,23.82,3.41,5.63,1.07,18.03,20.6,0.17,0.93,0.83,6.33,0.1,0.6,0.69,0.02,0.0,0.27,0.02,1.79,High,3.4,33.6,5.694,8.78,80.28
37,Cote d'Ivoire,0.0,0.33,0.0,5.76,0.51,1.89,0.62,2.35,0.42,0.01,0.36,4.34,0.09,1.49,1.49,1.26,0.0,0.0,0.54,29.95,0.32,2.851156,0.388794,0.0,146.575338,0.907186,6.350301999999999,22.420454,5.572714,1.29598,0.259196,1.684774,6.868694,2.203166,3.758342,128.17242199999998,2.332764,13.737388,0.0,2.203166,34.213871999999995,4.017538,0.23,0.01,0.0,25.73,0.62,7.42,1.67,4.98,0.55,0.07,2.11,2.25,1.1,1.07,12.32,1.14,0.0,0.0,0.46,0.01,1.43,Low,4.4,18.7,1.582,2.42,57.78
38,Croatia,0.0,22.8,0.0,7.35,2.24,1.32,0.71,26.01,17.33,0.0,0.28,2.62,0.07,0.15,0.1,5.77,0.0,0.0,2.72,29.33,1.21,21.772464,27.21558,0.0,114.04624,4.147136,4.795126,13.348594,43.933722,40.304978,0.0,1.814372,3.758342,1.684774,0.518392,9.71985,9.201458,55.986336,0.0,3.758342,33.565881999999995,19.958092,1.15,0.87,0.0,24.31,2.44,5.85,1.17,24.41,20.92,0.0,1.6,1.04,0.82,0.14,1.73,1.6,0.06,0.0,0.76,0.03,5.61,High,2.5,44.0,13.053,5.59,78.49
39,Cuba,0.0,2.6,0.0,5.43,2.16,0.47,0.81,27.39,6.72,0.01,0.3,1.45,0.82,0.04,0.55,0.06,0.0,0.0,0.01,32.19,0.51,11.66382,2.980754,0.0,163.42307799999998,4.276733999999999,1.555176,23.97563,45.3593,16.458945999999997,0.129598,1.29598,2.332764,20.606082,0.129598,30.714726,0.259196,63.373422,0.0,0.0,36.93543,7.12789,0.22,0.0,0.0,28.97,2.48,1.74,1.77,24.01,7.18,0.04,1.54,0.81,10.34,0.03,2.31,0.2,0.0,0.0,0.0,0.0,2.5,Low,2.5,43.1,9.719,8.27,78.8
40,Cyprus,0.0,7.6,0.0,10.32,1.89,1.63,0.87,23.62,22.26,0.33,0.14,4.42,0.15,0.23,0.04,4.01,0.0,0.0,2.16,43.55,0.5,15.292564,8.942262,0.0,148.64890599999998,3.369548,5.961507999999999,11.145428,40.952968,48.728848,4.017538,0.518392,6.4799,3.758342,0.907186,4.017538,6.609497999999999,28.900354,0.0,3.110352,49.89523,8.683066,0.39,0.26,0.0,32.2,1.98,7.05,1.09,24.0,19.46,1.04,0.57,1.78,1.9,0.23,0.49,1.02,0.01,0.0,0.71,0.0,2.78,High,2.5,37.3,8.563,9.24,80.98
41,Czechia,0.0,31.46,0.0,2.99,2.74,0.94,0.6,23.98,19.26,0.1,0.25,1.78,0.16,0.13,0.16,2.84,0.0,0.0,1.64,62.77,0.49,42.508144,37.065028,0.0,93.95855,5.054322,2.721558,12.830202,41.341762,42.378546,1.29598,1.166382,2.721558,3.23995,0.518392,14.774171999999998,4.53593,43.41533,0.0,2.332764,71.92689,7.775879999999999,1.87,0.69,0.0,20.72,3.0,2.91,1.08,23.96,24.93,0.38,1.31,1.03,1.7,0.13,2.68,1.06,0.03,0.0,0.5,0.09,2.51,High,2.5,43.3,11.58,6.82,79.38
